PLANT_ID	SUBPOP	Lat_origin	Long_origin	PLOT_GL	SITE	GR50	DOY	DYLN	cgdd_12c_jan2gr	cgdd_8c_jan2gr	GDD_12C_SM	tmax_18d	tmin_18d	tave_18d	cgdd_12c_18d	tmax_10d	tmin_10d	tave_10d	cgdd_12c_10d	tmax_5d	tmin_5d	tave_5d	cgdd_12c_5d
J540.C	Atlantic	41.017143	72.001407	P6810	PKLE	84	2019-03-26	12.2766780713303	246.85	486.4	7.7	24.1722222222222	12.3722222222222	18.2722222222222	6.27222222222222	24.95	12.11	18.53	6.53	26.66	15.34	21	9
J540.C	Atlantic	41.017143	72.001407	C5617	CLMB	116	2019-04-27	13.6484504460942	72.4	182.15	2.85	20.1888888888889	6.95555555555556	13.5722222222222	2.675	20.06	7.98	14.02	2.3	19.34	8.22	13.78	1.78
J540.C	Atlantic	41.017143	72.001407	T2408	TMPL	91	2019-04-02	12.5018320752962	190.665	409.81	0.145	20.7505555555556	9.85888888888889	15.3047222222222	3.68305555555556	20.972	10.134	15.553	4.048	18.062	7.562	12.812	1.802
J540.C	Atlantic	41.017143	72.001407	F1311	FRMI	140	2019-05-21	14.7076949451141	68.8	200.05	0	19.4222222222222	7.47777777777778	13.45	2.07222222222222	20.5	7.96	14.23	2.75	20.22	8.46	14.34	2.87
J540.C	Atlantic	41.017143	72.001407	M1115	KBSM	131	2019-05-12	14.4597635951941	30.15	113.15	0	15.0666666666667	5.22222222222222	10.1444444444444	0.8	16.49	5.51	11	1.085	15	4.88	9.94	0.85
J540.C	Atlantic	41.017143	72.001407	L3806	LINC	134	2019-05-15	14.4551515561514	61.4	173.15	7.45	17.0055555555556	5.08888888888889	11.0472222222222	0.894444444444445	18.01	5.83	11.92	1.4	20	6	13	1.81
J540.C	Atlantic	41.017143	72.001407	B2309	BRKG	144	2019-05-25	15.0829444412388	37.65	110.6	3.8	15.4388888888889	6.43888888888889	10.9388888888889	1.475	16	7.65	11.825	1.805	14.66	7.64	11.15	0.76
J541.A	Atlantic	41.015697	72.020153	P7204	PKLE	72	2019-03-14	11.9061058587194	180	371.55	7.7	18.9833333333333	8.38333333333333	13.6833333333333	4.11944444444444	22.95	10.63	16.79	6.235	24.44	13.78	19.11	7.11
J541.A	Atlantic	41.015697	72.020153	C1814	CLMB	116	2019-04-27	13.6484504460942	72.4	182.15	2.85	20.1888888888889	6.95555555555556	13.5722222222222	2.675	20.06	7.98	14.02	2.3	19.34	8.22	13.78	1.78
J541.A	Atlantic	41.015697	72.020153	L2802	LINC	134	2019-05-15	14.4551515561514	61.4	173.15	7.45	17.0055555555556	5.08888888888889	11.0472222222222	0.894444444444445	18.01	5.83	11.92	1.4	20	6	13	1.81
J541.A	Atlantic	41.015697	72.020153	M6717	KBSM	123	2019-05-04	14.1513369874061	21.05	88.2	1.75	15.7444444444444	4.75555555555556	10.25	0.675	13.88	5.2	9.54	0.53	14.5	6.44	10.47	0.35
J541.A	Atlantic	41.015697	72.020153	S3606	STIL	109	2019-04-20	13.2485322744682	108.53	257.82	3.225	22.2694444444444	9.06222222222222	15.6658333333333	4.26361111111111	20.344	7.158	13.751	2.827	22.674	9.69	16.182	4.182
J541.B	Atlantic	41.015697	72.020153	P4814	PKLE	84	2019-03-26	12.2766780713303	246.85	486.4	7.7	24.1722222222222	12.3722222222222	18.2722222222222	6.27222222222222	24.95	12.11	18.53	6.53	26.66	15.34	21	9
J541.B	Atlantic	41.015697	72.020153	C3604	CLMB	119	2019-04-30	13.7601402583932	78.4	196.9	3.3	19.5388888888889	7.43333333333333	13.4861111111111	2.49722222222222	20.05	8.97	14.51	2.835	19.2	7.36	13.28	1.93
J541.B	Atlantic	41.015697	72.020153	M4203	KBSM	123	2019-05-04	14.1513369874061	21.05	88.2	1.75	15.7444444444444	4.75555555555556	10.25	0.675	13.88	5.2	9.54	0.53	14.5	6.44	10.47	0.35
J541.B	Atlantic	41.015697	72.020153	T1907	TMPL	112	2019-04-23	13.1364888635829	334.625	637.77	9.235	24.4644444444444	13.0083333333333	18.7363888888889	6.73638888888889	24.52	13.087	18.8035	6.8035	24.768	13.946	19.357	7.357
J541.B	Atlantic	41.015697	72.020153	L3214	LINC	134	2019-05-15	14.4551515561514	61.4	173.15	7.45	17.0055555555556	5.08888888888889	11.0472222222222	0.894444444444445	18.01	5.83	11.92	1.4	20	6	13	1.81
J541.B	Atlantic	41.015697	72.020153	B2207	BRKG	142	2019-05-23	15.0211487927613	33.85	99.7	0	14.85	5.86111111111111	10.3555555555556	1.26388888888889	17	7.77	12.385	2.275	11.44	5	8.22	0
J541.C	Atlantic	41.015697	72.020153	P6621	PKLE	46	2019-02-16	11.1281536043689	97.5	217.4	0	18.3555555555556	9.2	13.7777777777778	3.65277777777778	16.72	4.95	10.835	1.78	22.12	6.66	14.39	3.2
J541.C	Atlantic	41.015697	72.020153	T1823	TMPL	84	2019-03-26	12.2814893114551	171.52	367.615	4.395	21.1772222222222	11.4166666666667	16.2969444444444	4.49944444444444	22.055	11.375	16.715	4.715	23.642	13.536	18.589	6.589
J541.C	Atlantic	41.015697	72.020153	C5204	CLMB	116	2019-04-27	13.6484504460942	72.4	182.15	2.85	20.1888888888889	6.95555555555556	13.5722222222222	2.675	20.06	7.98	14.02	2.3	19.34	8.22	13.78	1.78
J541.C	Atlantic	41.015697	72.020153	L3614	LINC	128	2019-05-09	14.2464971534433	52.35	148.15	0	17.7666666666667	4.98888888888889	11.3777777777778	1.01111111111111	16.78	5.38	11.08	0.705	18.02	5.98	12	1.31
J541.C	Atlantic	41.015697	72.020153	B3420	BRKG	135	2019-05-16	14.7805926113919	27.6	80	8	13.6722222222222	4.6	9.13611111111111	0.927777777777778	15.34	5.61	10.475	1.65	19.9	9.22	14.56	3.3
J542.A	Atlantic	41.032321	72.196464	K1320	KING	60	2019-03-02	11.6007806990683	245.65	454.6	2.65	22.7833333333333	10.6611111111111	16.7222222222222	4.83055555555556	22.47	11.09	16.78	4.78	23.24	12.32	17.78	5.78
J542.A	Atlantic	41.032321	72.196464	K2513	KING	67	2019-03-09	11.7903468475278	276.4	502	12.15	20.9055555555556	10.0277777777778	15.4666666666667	4.36388888888889	20.79	9.96	15.375	4.98	18.02	7.3	12.66	3.87
J542.A	Atlantic	41.032321	72.196464	P3020	PKLE	71	2019-03-13	11.8752698218965	172.3	359.85	8.55	18.6444444444444	7.95	13.2972222222222	3.73333333333333	20.84	8.97	14.905	5.465	25.68	13.66	19.67	7.67
J542.A	Atlantic	41.032321	72.196464	T1408	TMPL	77	2019-03-19	12.0596198871714	130.575	298.67	3.74	16.7683333333333	7.665	12.2166666666667	2.96777777777778	18.976	10.073	14.5245	2.889	17.152	7.872	12.512	1.241
J542.A	Atlantic	41.032321	72.196464	C5003	CLMB	119	2019-04-30	13.7601402583932	78.4	196.9	3.3	19.5388888888889	7.43333333333333	13.4861111111111	2.49722222222222	20.05	8.97	14.51	2.835	19.2	7.36	13.28	1.93
J542.A	Atlantic	41.032321	72.196464	S2220	STIL	154	2019-06-04	14.4719312449611	452.965	780.065	12.215	27.5177777777778	16.5644444444444	22.0411111111111	10.0411111111111	28.226	17.714	22.97	10.97	29.864	17.696	23.78	11.78
J542.A	Atlantic	41.032321	72.196464	F1521	FRMI	140	2019-05-21	14.7076949451141	68.8	200.05	0	19.4222222222222	7.47777777777778	13.45	2.07222222222222	20.5	7.96	14.23	2.75	20.22	8.46	14.34	2.87
J542.A	Atlantic	41.032321	72.196464	L3810	LINC	120	2019-05-01	13.9420486344256	45.3	121.7	0	19.1166666666667	3.75555555555556	11.4361111111111	1.39166666666667	18.42	4.82	11.62	1.115	14.98	4.1	9.54	0
J542.A	Atlantic	41.032321	72.196464	M5417	KBSM	124	2019-05-05	14.1915129448733	21.75	92.9	0.700000000000001	15.9	4.51111111111111	10.2055555555556	0.630555555555556	13.94	4.57	9.255	0.245	17.22	6.02	11.62	0.49
J542.A	Atlantic	41.032321	72.196464	B3014	BRKG	135	2019-05-16	14.7805926113919	27.6	80	8	13.6722222222222	4.6	9.13611111111111	0.927777777777778	15.34	5.61	10.475	1.65	19.9	9.22	14.56	3.3
J542.B	Atlantic	41.032321	72.196464	K2404	KING	70	2019-03-12	11.8723578236431	316.1	553.7	13.05	22.7111111111111	11.8777777777778	17.2944444444444	6.18611111111111	22.43	12.45	17.44	7.045	28.54	19.08	23.81	11.81
J542.B	Atlantic	41.032321	72.196464	P4217	PKLE	83	2019-03-25	12.2458580346685	239.15	474.7	10.8	24.3277777777778	12.6222222222222	18.475	6.475	24.06	11.61	17.835	5.835	26.78	14.68	20.73	8.73
J542.B	Atlantic	41.032321	72.196464	T2202	TMPL	86	2019-03-28	12.3446688409073	181.655	385.75	5.435	21.1388888888889	10.8966666666667	16.0177777777778	4.22027777777778	23.112	11.852	17.482	5.482	23.882	12.706	18.294	6.294
J542.B	Atlantic	41.032321	72.196464	C5206	CLMB	126	2019-05-07	14.0087935789328	103.15	249.65	5.85	20.0222222222222	9.44444444444444	14.7333333333333	2.95	19.17	10.33	14.75	3.075	20.22	10.3	15.26	3.26
J542.B	Atlantic	41.032321	72.196464	L4101	LINC	132	2019-05-13	14.3877335002493	52.35	156.1	0	16.3555555555556	4.62222222222222	10.4888888888889	0.433333333333334	17.23	5.22	11.225	0.705	14.9	4	9.45	0
J542.B	Atlantic	41.032321	72.196464	M4819	KBSM	133	2019-05-14	14.531727254189	30.15	119.55	0	15.0333333333333	4.9	9.96666666666667	0.602777777777778	16.8	5.12	10.96	0.91	14.24	3.86	9.05	0
J542.B	Atlantic	41.032321	72.196464	F3121	FRMI	149	2019-05-30	14.9484902638801	135.25	302.5	9.4	23.2666666666667	10.8777777777778	17.0722222222222	5.21944444444444	23.99	13.01	18.5	6.645	24.22	12.8	18.51	6.51
J542.B	Atlantic	41.032321	72.196464	S2818	STIL	144	2019-05-25	14.2896866490151	343.265	630.365	11.485	25.2616666666667	13.455	19.3583333333333	7.48	27.336	15.746	21.541	9.541	28.334	16.468	22.401	10.401
J542.B	Atlantic	41.032321	72.196464	B3113	BRKG	142	2019-05-23	15.0211487927613	33.85	99.7	0	14.85	5.86111111111111	10.3555555555556	1.26388888888889	17	7.77	12.385	2.275	11.44	5	8.22	0
J542.C	Atlantic	41.032321	72.196464	P7209	PKLE	66	2019-03-08	11.7216166158999	133.95	301.5	11.35	15.8277777777778	6.31666666666667	11.0722222222222	1.95277777777778	14.83	4.93	9.88	2.265	16	4.28	10.14	3.26
J574.A	Atlantic	40.981698	72.616528	P5812	PKLE	48	2019-02-18	11.1850569298345	98.8	225.55	0	18.6333333333333	9.41666666666667	14.025	3.725	17.33	6.11	11.72	1.805	21.12	9	15.06	3.46
J574.A	Atlantic	40.981698	72.616528	C3611	CLMB	119	2019-04-30	13.7601402583932	78.4	196.9	3.3	19.5388888888889	7.43333333333333	13.4861111111111	2.49722222222222	20.05	8.97	14.51	2.835	19.2	7.36	13.28	1.93
J574.A	Atlantic	40.981698	72.616528	L2313	LINC	134	2019-05-15	14.4551515561514	61.4	173.15	7.45	17.0055555555556	5.08888888888889	11.0472222222222	0.894444444444445	18.01	5.83	11.92	1.4	20	6	13	1.81
J574.A	Atlantic	40.981698	72.616528	M5410	KBSM	136	2019-05-17	14.6352410731026	41.45	142.85	5.45	17.0166666666667	6.23333333333333	11.625	1.23055555555556	17.64	6.24	11.94	1.555	20.28	7.6	13.94	2.26
J574.A	Atlantic	40.981698	72.616528	B3101	BRKG	140	2019-05-21	14.956132373186	33.85	95.7	0	15.5	5.36666666666667	10.4333333333333	1.275	17.34	7.49	12.415	2.275	14.78	5.76	10.27	1.25
J574.B	Atlantic	40.981698	72.616528	K1218	KING	93	2019-04-04	12.5019712072261	473.6	801.1	8.35	23.3388888888889	13.0944444444444	18.2166666666667	6.33333333333333	23.69	12.87	18.28	6.49	20.9	10.5	15.7	4.12
J574.B	Atlantic	40.981698	72.616528	P5407	PKLE	80	2019-03-22	12.1532602540957	208.45	432	6.6	22.5388888888889	9.94444444444444	16.2416666666667	5.04444444444445	22.89	10.05	16.47	4.47	24.68	9.66	17.17	5.17
J574.B	Atlantic	40.981698	72.616528	T1003	TMPL	88	2019-03-30	12.4076874787139	190.52	402.615	1.795	21.3688888888889	10.8027777777778	16.0858333333333	4.28833333333333	23.205	11.969	17.587	5.587	22.354	11.004	16.679	4.679
J574.B	Atlantic	40.981698	72.616528	S2618	STIL	142	2019-05-23	14.2453279245251	319.85	598.95	12.985	25.075	13.0811111111111	19.0780555555556	7.19972222222222	27.427	15.227	21.327	9.327	25.986	14.234	20.11	8.11
J574.B	Atlantic	40.981698	72.616528	C6416	CLMB	119	2019-04-30	13.7601402583932	78.4	196.9	3.3	19.5388888888889	7.43333333333333	13.4861111111111	2.49722222222222	20.05	8.97	14.51	2.835	19.2	7.36	13.28	1.93
J574.B	Atlantic	40.981698	72.616528	L2412	LINC	130	2019-05-11	14.318137260029	52.35	149.3	0	16.9388888888889	4.33888888888889	10.6388888888889	0.536111111111111	16.45	4.66	10.555	0.705	14.12	4.44	9.28	0
J574.B	Atlantic	40.981698	72.616528	M4009	KBSM	129	2019-05-10	14.3856047474734	30.15	112.55	0	15.8111111111111	5.16111111111111	10.4861111111111	0.8	17.32	6.2	11.76	1.085	17.42	6.38	11.9	1.68
J574.B	Atlantic	40.981698	72.616528	B2918	BRKG	142	2019-05-23	15.0211487927613	33.85	99.7	0	14.85	5.86111111111111	10.3555555555556	1.26388888888889	17	7.77	12.385	2.275	11.44	5	8.22	0
J574.C	Atlantic	40.981698	72.616528	P6217	PKLE	74	2019-03-16	11.9678444808205	181.55	381.1	0.75	18.55	8.38333333333333	13.4666666666667	3.90277777777778	23.84	12.94	18.39	6.39	22.22	12.1	17.16	5.16
J574.C	Atlantic	40.981698	72.616528	T1906	TMPL	98	2019-04-09	12.719028658701	244.505	491.65	9.2	22.4933333333333	12.0711111111111	17.2822222222222	5.55722222222222	22.131	11.676	16.9035	5.3985	24.216	15.346	19.781	7.781
J574.C	Atlantic	40.981698	72.616528	C5803	CLMB	122	2019-05-03	13.868909256626	86.95	217.45	0.0999999999999996	19.8277777777778	9.44444444444444	14.6361111111111	2.97222222222222	18.59	9.34	13.965	2.29	17.98	11.84	14.91	2.91
J574.C	Atlantic	40.981698	72.616528	L4111	LINC	126	2019-05-07	14.172943886289	52.35	146.15	0	19.0277777777778	4.80555555555556	11.9166666666667	1.3	16.83	4.88	10.855	0.705	20.12	5.66	12.89	1.41
J574.C	Atlantic	40.981698	72.616528	M5421	KBSM	132	2019-05-13	14.4960287378102	30.15	115.8	0	14.7222222222222	5.02222222222222	9.87222222222222	0.602777777777778	16.85	5.47	11.16	1.085	14.78	5.12	9.95	0.85
J574.C	Atlantic	40.981698	72.616528	B2112	BRKG	140	2019-05-21	14.956132373186	33.85	95.7	0	15.5	5.36666666666667	10.4333333333333	1.275	17.34	7.49	12.415	2.275	14.78	5.76	10.27	1.25
J576.A	Atlantic	31.82015	81.25658333	P3608	PKLE	44	2019-02-14	11.0720275323267	87	199.75	5.5	17.4277777777778	8.70555555555556	13.0666666666667	3.22222222222222	16.82	7.11	11.965	2.825	17.32	5.32	11.32	1.25
J576.A	Atlantic	31.82015	81.25658333	M3018	KBSM	144	2019-05-25	14.8817302801477	78.95	206.45	9.85	19.3944444444444	8.05	13.7222222222222	2.94722222222222	21.66	10.67	16.165	4.755	21.54	10.4	15.97	4.62
J576.A	Atlantic	31.82015	81.25658333	T1118	TMPL	70	2019-03-12	11.8377887184437	113.33	257.07	6.68	15.2333333333333	6.11944444444444	10.6763888888889	2.27416666666667	16.237	6.891	11.564	3.6175	22.47	14.35	18.41	6.41
J576.B	Atlantic	31.82015	81.25658333	P3407	PKLE	66	2019-03-08	11.7216166158999	133.95	301.5	11.35	15.8277777777778	6.31666666666667	11.0722222222222	1.95277777777778	14.83	4.93	9.88	2.265	16	4.28	10.14	3.26
J576.B	Atlantic	31.82015	81.25658333	T2908	TMPL	86	2019-03-28	12.3446688409073	181.655	385.75	5.435	21.1388888888889	10.8966666666667	16.0177777777778	4.22027777777778	23.112	11.852	17.482	5.482	23.882	12.706	18.294	6.294
J576.B	Atlantic	31.82015	81.25658333	K1312	KING	77	2019-03-19	12.0645951965604	364.5	630.1	2.9	22.4	13.3166666666667	17.8583333333333	6.75	24.63	16.99	20.81	8.81	19.18	12.16	15.67	3.67
J576.B	Atlantic	31.82015	81.25658333	F3511	FRMI	162	2019-06-12	15.1704952133928	239.45	458.7	5.75	25.8	13.3944444444444	19.5972222222222	7.59722222222222	26.22	13.77	19.995	7.995	25.56	13.78	19.67	7.67
J576.B	Atlantic	31.82015	81.25658333	M2006	KBSM	135	2019-05-16	14.6013518036023	36	133.4	4.6	16.2888888888889	5.65555555555556	10.9722222222222	0.927777777777778	16.83	5.29	11.06	1.01	18.6	5.74	12.17	1.17
J576.C	Atlantic	31.82015	81.25658333	P4620	PKLE	49	2019-02-19	11.2137777596542	98.8	225.55	0	18.0166666666667	8.88888888888889	13.4527777777778	3.49722222222222	17.55	6.49	12.02	1.805	17.78	7.66	12.72	2.36
J576.C	Atlantic	31.82015	81.25658333	K2112	KING	56	2019-02-26	11.4941141910495	218.2	411.15	1.45	20.4	9.01666666666667	14.7083333333333	3.58055555555556	21.54	10.51	16.025	4.035	21.52	9.4	15.46	3.46
J576.C	Atlantic	31.82015	81.25658333	T1605	TMPL	67	2019-03-09	11.7431315461924	101.685	233.425	11.155	14.135	5.06333333333333	9.59916666666667	1.62722222222222	12.526	3.978	8.252	2.453	19.49	7.46	13.475	4.906
J576.C	Atlantic	31.82015	81.25658333	F1506	FRMI	162	2019-06-12	15.1704952133928	239.45	458.7	5.75	25.8	13.3944444444444	19.5972222222222	7.59722222222222	26.22	13.77	19.995	7.995	25.56	13.78	19.67	7.67
J576.C	Atlantic	31.82015	81.25658333	M1421	KBSM	147	2019-05-28	14.9616347603548	95.85	235.35	6.35	20.3611111111111	9.10555555555556	14.7333333333333	3.65	21.4	10.76	16.08	4.67	23	12.54	17.77	5.77
J577.A	Atlantic	32.29675	81.10216667	K2412	KING	58	2019-02-28	11.5472634754954	238.55	439.5	11.95	22.2888888888889	10.6555555555556	16.4722222222222	4.71111111111111	21.4	11.12	16.26	4.27	23.9	11.48	17.69	5.69
J577.A	Atlantic	32.29675	81.10216667	P2811	PKLE	44	2019-02-14	11.0720275323267	87	199.75	5.5	17.4277777777778	8.70555555555556	13.0666666666667	3.22222222222222	16.82	7.11	11.965	2.825	17.32	5.32	11.32	1.25
J577.A	Atlantic	32.29675	81.10216667	T1102	TMPL	81	2019-03-23	12.1864983311553	150.185	334.28	5.71	20.6894444444444	10.3738888888889	15.5316666666667	4.05722222222222	19.941	9.554	14.7475	3.112	22.342	10.998	16.67	4.67
J577.A	Atlantic	32.29675	81.10216667	C2820	CLMB	175	2019-06-25	14.8939438528738	478.4	814.4	9.95	25.25	15.8111111111111	20.5305555555556	8.53055555555556	25.26	17.15	21.205	9.205	25.42	17.1	21.26	9.26
J577.A	Atlantic	32.29675	81.10216667	F1924	FRMI	156	2019-06-06	15.0882365583511	192.55	387.8	8.85	24.5555555555556	12.9	18.7277777777778	6.875	26.05	13.66	19.855	7.855	26.1	13.32	19.71	7.71
J577.A	Atlantic	32.29675	81.10216667	M6211	KBSM	140	2019-05-21	14.7642093439012	55.85	167.35	0	18.6	6.63888888888889	12.6194444444444	2.03055555555556	19.34	7.62	13.48	2.57	20.08	9.5	14.79	3.97
J577.B	Atlantic	32.29675	81.10216667	P5622	PKLE	69	2019-03-11	11.8136882543464	155.75	335.3	4.1	17.8111111111111	7.64444444444444	12.7277777777778	3.16388888888889	17.39	7.03	12.21	3.81	25.46	13.78	19.62	7.62
J577.B	Atlantic	32.29675	81.10216667	K1505	KING	84	2019-03-26	12.2568931472964	418.3	711.9	9.6	24.7333333333333	16.3833333333333	20.5583333333333	8.55833333333333	22.12	13.62	17.87	5.87	26.22	16.06	21.14	9.14
J577.B	Atlantic	32.29675	81.10216667	T1920	TMPL	77	2019-03-19	12.0596198871714	130.575	298.67	3.74	16.7683333333333	7.665	12.2166666666667	2.96777777777778	18.976	10.073	14.5245	2.889	17.152	7.872	12.512	1.241
J577.B	Atlantic	32.29675	81.10216667	C6810	CLMB	140	2019-05-21	14.4395346316581	158.5	354.5	0.649999999999999	21.0944444444444	10.1333333333333	15.6138888888889	3.975	22.7	10.78	16.74	4.98	22.22	12.14	17.18	5.18
J577.B	Atlantic	32.29675	81.10216667	L3209	LINC	154	2019-06-04	14.9788405311572	169.75	352.65	6.35	21.9833333333333	10.6555555555556	16.3194444444444	4.83888888888889	24.29	12.12	18.205	6.205	25.56	11.78	18.67	6.67
J577.B	Atlantic	32.29675	81.10216667	F2523	FRMI	183	2019-07-03	15.1594904250394	453.8	757.05	15.2	28.6666666666667	17.2833333333333	22.975	10.975	31.95	19.83	25.89	13.89	33	21.32	27.16	15.16
J578.A	Atlantic	35.59595	76.82933333	P2002	PKLE	70	2019-03-12	11.8444623301408	163.75	347.3	8	18.4	7.88888888888889	13.1444444444444	3.58055555555556	18.73	7.75	13.24	4.61	25.8	14.66	20.23	8.23
J578.A	Atlantic	35.59595	76.82933333	S3311	STIL	112	2019-04-23	13.3538180739613	127.98	289.27	2.85	22.3661111111111	10.0094444444444	16.1877777777778	4.78555555555555	22.349	10.517	16.433	4.5675	22.466	10.69	16.578	4.578
J578.A	Atlantic	35.59595	76.82933333	M6612	KBSM	129	2019-05-10	14.3856047474734	30.15	112.55	0	15.8111111111111	5.16111111111111	10.4861111111111	0.8	17.32	6.2	11.76	1.085	17.42	6.38	11.9	1.68
J578.A	Atlantic	35.59595	76.82933333	T1322	TMPL	77	2019-03-19	12.0596198871714	130.575	298.67	3.74	16.7683333333333	7.665	12.2166666666667	2.96777777777778	18.976	10.073	14.5245	2.889	17.152	7.872	12.512	1.241
J578.A	Atlantic	35.59595	76.82933333	F2721	FRMI	176	2019-06-26	15.2155424310215	349.2	624.45	13.25	25.4277777777778	14.1055555555556	19.7666666666667	7.76666666666667	26.65	15.06	20.855	8.855	29	17.22	23.11	11.11
J580.A	Midwest	41.8610833	88.2540556	P4018	PKLE	81	2019-03-23	12.1841446988944	216.75	444.3	8.3	23.3722222222222	11.05	17.2111111111111	5.50555555555556	22.45	10.44	16.445	4.445	25.12	11.44	18.28	6.28
J580.A	Midwest	41.8610833	88.2540556	T1922	TMPL	91	2019-04-02	12.5018320752962	190.665	409.81	0.145	20.7505555555556	9.85888888888889	15.3047222222222	3.68305555555556	20.972	10.134	15.553	4.048	18.062	7.562	12.812	1.802
J580.A	Midwest	41.8610833	88.2540556	S1510	STIL	137	2019-05-18	14.1242245524287	279.3	538.4	7.075	23.8494444444444	12.5544444444444	18.2019444444444	6.32361111111111	24.471	12.036	18.2535	6.4725	28.868	16.22	22.544	10.544
J580.A	Midwest	41.8610833	88.2540556	C6405	CLMB	116	2019-04-27	13.6484504460942	72.4	182.15	2.85	20.1888888888889	6.95555555555556	13.5722222222222	2.675	20.06	7.98	14.02	2.3	19.34	8.22	13.78	1.78
J580.A	Midwest	41.8610833	88.2540556	L2614	LINC	126	2019-05-07	14.172943886289	52.35	146.15	0	19.0277777777778	4.80555555555556	11.9166666666667	1.3	16.83	4.88	10.855	0.705	20.12	5.66	12.89	1.41
J580.A	Midwest	41.8610833	88.2540556	M3205	KBSM	127	2019-05-08	14.3093908911833	25.9	104.3	0	16.4777777777778	5	10.7388888888889	0.861111111111111	15.34	5.89	10.615	0.66	18.92	5.82	12.37	1.32
J580.A	Midwest	41.8610833	88.2540556	B1620	BRKG	137	2019-05-18	14.8529331499527	33.85	94.25	2.15	14.9722222222222	5.39444444444444	10.1833333333333	1.275	17.29	6.88	12.085	2.275	22.56	10.54	16.55	4.55
J581.C	Midwest	42.0595833	87.8422222	K2618	KING	72	2019-03-14	11.9271936308256	346.15	591.75	16.3	23.5777777777778	13.2111111111111	18.3944444444444	7.28611111111111	24.05	14.56	19.305	8.91	30.08	21.82	25.95	13.95
J581.C	Midwest	42.0595833	87.8422222	P1805	PKLE	85	2019-03-27	12.3074677646751	253.75	497.3	6.9	23.9222222222222	12.2222222222222	18.0722222222222	6.07222222222222	25.56	12.67	19.115	7.115	26.44	15.68	21.06	9.06
J581.C	Midwest	42.0595833	87.8422222	T1912	TMPL	86	2019-03-28	12.3446688409073	181.655	385.75	5.435	21.1388888888889	10.8966666666667	16.0177777777778	4.22027777777778	23.112	11.852	17.482	5.482	23.882	12.706	18.294	6.294
J581.C	Midwest	42.0595833	87.8422222	S3808	STIL	154	2019-06-04	14.4719312449611	452.965	780.065	12.215	27.5177777777778	16.5644444444444	22.0411111111111	10.0411111111111	28.226	17.714	22.97	10.97	29.864	17.696	23.78	11.78
J581.C	Midwest	42.0595833	87.8422222	C3618	CLMB	116	2019-04-27	13.6484504460942	72.4	182.15	2.85	20.1888888888889	6.95555555555556	13.5722222222222	2.675	20.06	7.98	14.02	2.3	19.34	8.22	13.78	1.78
J581.C	Midwest	42.0595833	87.8422222	L3706	LINC	124	2019-05-05	14.0976040752822	47.4	133.25	1.6	18.6833333333333	4.40555555555556	11.5444444444444	1.05277777777778	16.43	4.1	10.265	0.285	16.88	4.44	10.66	0.42
J581.C	Midwest	42.0595833	87.8422222	F1504	FRMI	123	2019-05-04	14.1084686945037	31.5	105.05	0	17.0388888888889	5.15555555555556	11.0972222222222	1.10277777777778	14.17	4.17	9.17	0.29	13.66	4.98	9.32	0
J581.C	Midwest	42.0595833	87.8422222	M2820	KBSM	129	2019-05-10	14.3856047474734	30.15	112.55	0	15.8111111111111	5.16111111111111	10.4861111111111	0.8	17.32	6.2	11.76	1.085	17.42	6.38	11.9	1.68
J581.C	Midwest	42.0595833	87.8422222	B2503	BRKG	137	2019-05-18	14.8529331499527	33.85	94.25	2.15	14.9722222222222	5.39444444444444	10.1833333333333	1.275	17.29	6.88	12.085	2.275	22.56	10.54	16.55	4.55
J582.A	Midwest	41.365	88.1866944	C1818	CLMB	116	2019-04-27	13.6484504460942	72.4	182.15	2.85	20.1888888888889	6.95555555555556	13.5722222222222	2.675	20.06	7.98	14.02	2.3	19.34	8.22	13.78	1.78
J582.A	Midwest	41.365	88.1866944	M6718	KBSM	121	2019-05-02	14.0697541815429	19.3	81.4	0	15.6555555555556	4.22222222222222	9.93888888888889	0.605555555555556	14.32	4.43	9.375	0.355	12.2	4.78	8.49	0
J582.C	Midwest	41.365	88.1866944	P2420	PKLE	67	2019-03-09	11.752260287586	144.45	316	10.5	17.1277777777778	6.87222222222222	12	2.53611111111111	15.28	5.31	10.295	2.68	21.46	7.48	14.47	5.36
J582.C	Midwest	41.365	88.1866944	C5007	CLMB	116	2019-04-27	13.6484504460942	72.4	182.15	2.85	20.1888888888889	6.95555555555556	13.5722222222222	2.675	20.06	7.98	14.02	2.3	19.34	8.22	13.78	1.78
J582.C	Midwest	41.365	88.1866944	M3220	KBSM	123	2019-05-04	14.1513369874061	21.05	88.2	1.75	15.7444444444444	4.75555555555556	10.25	0.675	13.88	5.2	9.54	0.53	14.5	6.44	10.47	0.35
J582.C	Midwest	41.365	88.1866944	B1006	BRKG	140	2019-05-21	14.956132373186	33.85	95.7	0	15.5	5.36666666666667	10.4333333333333	1.275	17.34	7.49	12.415	2.275	14.78	5.76	10.27	1.25
J583.C	Midwest	41.6361111	87.4364722	P5801	PKLE	56	2019-02-26	11.419079208142	111.3	264.25	4.4	17.2166666666667	6.97222222222222	12.0944444444444	1.69722222222222	16.88	8.05	12.465	1.38	19.56	9.44	14.5	2.5
