"","PLANT_ID","train.id","Upland","TX.lowland","Coast.lowland","eco.class","pc1_53.7perc","PLOT_GL_PKLE","PLOT_GL_KBSM","PLOT_GL_CLMB","main.subpop","detail.subpop","TX","GC","MW","SEC","NEC","test.mwVcoast","test.necVcoast"
"266","J458.B","Coastal.lowland",0.00895567746919941,0.122525782355656,0.868518540175144,"Coast",-165.967299205753,"P1202","M6217","C5614","GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"267","J458.C","Coastal.lowland",0.00671216703118427,0.0543466926778752,0.938941140290941,"Coast",-198.311727162711,"P5203","M1117",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"268","J460.A","no.prior",0.00281897795751711,0.00464317313026697,0.992537848912216,"Coast",-145.710251197896,"P1611","M5215",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"269","J460.C","no.prior",0.0029009874156619,0.00501151475851154,0.992087497825827,"Coast",-173.858328948741,"P5404","M1103",NA,"MW","MW",0.108126,0.197814,0.694056,2e-06,2e-06,NA,NA
"270","J461.A","no.prior",0.0119978911095393,0.0640229623916938,0.923979146498767,"Coast",-64.2531907216381,"P1816","M2008",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"271","J461.B","no.prior",0.00949518243661029,0.161878455671005,0.828626361892385,"Coast",-143.514284388799,"P7013","M3520","C6202","GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"272","J461.C","no.prior",0.00596278142305823,0.0245871736364474,0.969450044940494,"Coast",-118.884965751241,"P2217","M1804",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"273","J463.A","no.prior",0.00935287910566928,0.188136575067442,0.802510545826889,"Coast",-326.152938104199,"P6614","M3002",NA,"GC","GC",0.079309,0.719184,2e-06,0.201503,2e-06,"COAST","COAST"
"274","J465.A","no.prior",0.28080417872872,0.22133726524002,0.49785855603126,"Coast",-36.5477819869863,"P4417","M2606","C1411","GC","GC",0.222498,0.732835,0.044663,2e-06,2e-06,NA,NA
"275","J465.B","no.prior",0.00486593227388085,0.00552539838206087,0.989608669344058,"Coast",0.465664280209172,"P3604","M2221",NA,"GC","GC",0.236322,0.763672,2e-06,2e-06,2e-06,NA,NA
"276","J465.C","no.prior",0.129340755598093,0.29339250600458,0.577266738397327,"Coast",-28.7677940827871,"P6802","M6809","C6001","GC","GC",0.21251,0.740679,0.046807,2e-06,2e-06,NA,NA
"277","J466.B","no.prior",0.00260586102780355,0.003621992828479,0.993772146143717,"Coast",-146.748990554906,"P1607","M3810","C6614","GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"278","J466.C","no.prior",0.00339571265409438,0.00455976574949552,0.99204452159641,"Coast",-51.1324997190204,"P2809","M3010",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"279","J469.A","no.prior",0.00267477739704537,0.00338903354885953,0.993936189054095,"Coast",-61.2109343680015,"P1016","M2610",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"280","J470.A","no.prior",0.956952794765068,0.00491696724460183,0.0381302379903298,"Up",143.321781432987,"P7006","M3405","C1018","MW","MW",2e-06,0.031877,0.968117,2e-06,2e-06,"MW",NA
"281","J471.C","no.prior",0.983342280295103,0.00100631807883711,0.0156514016260602,"Up",226.776099937041,"P5813","M6413",NA,"MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"282","J477.A","no.prior",0.00714557314040838,0.00683582906929129,0.9860185977903,"Coast",-44.8910076542859,"P1221","M4216","C1412","GC","GC",0.200882,0.628184,0.170929,2e-06,2e-06,NA,NA
"283","J477.C","no.prior",0.00718771238006648,0.0123788091741441,0.98043347844579,"Coast",7.22741541789405,"P4609","M5810","C4402","GC","GC",0.191773,0.650057,0.158166,2e-06,2e-06,NA,NA
"284","J481.A","no.prior",0.0039181623962758,0.00473541191135833,0.991346425692366,"Coast",-63.6444750988633,"P7401","M2601","C5802","GC","GC",0.20542,0.68872,0.105856,2e-06,2e-06,NA,NA
"285","J481.B","no.prior",0.0156994031470026,0.00929287322657505,0.975007723626422,"Coast",-63.527629042029,"P4818","M6207","C7014","GC","GC",0.200897,0.732742,0.066357,2e-06,2e-06,NA,NA
"286","J481.C","no.prior",0.00701766179830938,0.00409406028706507,0.988888277914625,"Coast",24.9509593521215,"P1808","M2209",NA,"GC","GC",0.196079,0.803914,2e-06,2e-06,2e-06,NA,NA
"287","J482.A","no.prior",0.00509937145721719,0.0038379952452859,0.991062633297497,"Coast",11.723360844338,"P6202","M4617","C6808","GC","GC",0.221466,0.719541,0.05899,2e-06,2e-06,NA,NA
"288","J482.B","no.prior",0.0304236748781776,0.0155918599048218,0.953984465217001,"Coast",63.0236393781375,"P7018","M2020","C5414","GC","GC",0.213074,0.786919,2e-06,2e-06,2e-06,NA,NA
"289","J482.C","no.prior",0.00753657945323472,0.00428168375716873,0.988181736789597,"Coast",20.0326061044818,"P1015","M1805","C1807","GC","GC",0.228034,0.77196,2e-06,2e-06,2e-06,NA,NA
"290","J483.A","no.prior",0.00426376572596483,0.00425557580959424,0.991480658464441,"Coast",-8.87530632540784,"P3003","M2818",NA,"GC","GC",0.20337,0.742055,0.054571,2e-06,2e-06,NA,NA
"291","J483.B","no.prior",0.00529788154365937,0.0137689802376879,0.980933138218653,"Coast",-86.2847191610163,"P2818","M4201","C4809","GC","GC",0.208185,0.791809,2e-06,2e-06,2e-06,NA,NA
"292","J483.C","no.prior",0.00277935152030893,0.00366039712311799,0.993560251356573,"Coast",-75.9556399618826,"P1010","M1602","C5402","GC","GC",0.223856,0.776138,2e-06,2e-06,2e-06,NA,NA
"293","J484.A","no.prior",0.00135911093117689,0.984799242874504,0.013841646194319,"TX",-264.369449643301,"P4419","M2812","C7003","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"294","J484.B","no.prior",0.00273192933818321,0.954115556768673,0.0431525138931442,"TX",-219.204931502085,"P2622","M4001","C6615","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"295","J488.B","no.prior",0.97273245682755,0.00191322774533368,0.0253543154271157,"Up",174.984378410364,"P6019","M6701","C3421","MW","MW",2e-06,0.015958,0.984035,2e-06,2e-06,"MW",NA
"296","J489.A","no.prior",0.984866883929946,0.00161594497384316,0.0135171710962111,"Up",197.492726229955,"P5414","M5418","C1806","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"297","J489.B","no.prior",0.97399214166323,0.00152717069746671,0.0244806876393027,"Up",196.924652594162,"P3622","M6609","C3216","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"298","J490.C","no.prior",0.458920070262599,0.241872795386478,0.299207134350923,"Up",100.81681151904,"P4614","M6617","C5620","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,NA,NA
"299","J491.B","no.prior",0.986021123015089,0.00126113102124199,0.0127177459636691,"Up",201.426933623344,"P1708","M1408","C1116","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"300","J496.A","no.prior",0.00282598021133363,0.00485517358440136,0.992318846204265,"Coast",-338.792093134302,"P3413","M1806",NA,"GC","GC",0.02601,0.973983,2e-06,2e-06,2e-06,"COAST","COAST"
"301","J496.C","no.prior",0.0096467515581374,0.515585343201268,0.474767905240594,"TX",-283.97784117309,"P2608","M1020",NA,"GC","GC",0.02997,0.970024,2e-06,2e-06,2e-06,"COAST","COAST"
"302","J498.A","no.prior",0.00862292292210102,0.0862878518188896,0.905089225259009,"Coast",-93.8316734938566,"P1813","M3013",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"303","J498.B","no.prior",0.0142290348037452,0.158120836788697,0.827650128407557,"Coast",-95.2247611535311,"P4606","M3605",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"304","J498.C","no.prior",0.276038602309287,0.303172756397048,0.420788641293666,"Coast",9.73971212446212,"P4022","M4607","C1618","GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,NA,NA
"305","J499.A","no.prior",0.00354797329535754,0.00868173831491229,0.98777028838973,"Coast",-179.047052442072,"P5421","M1216",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"306","J499.C","no.prior",0.00356183442571149,0.00903931946731432,0.987398846106974,"Coast",-235.696137426857,"P7009","M1404",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"307","J500.A","no.prior",0.00436658261006354,0.0098489758242945,0.985784441565642,"Coast",-88.0974727330625,"P5818","M1405","C6011","GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"308","J500.B","no.prior",0.393880763325864,0.00905590756276377,0.597063329111372,"Coast",82.610437379778,"P2212","M4218",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,NA,NA
"309","J500.C","no.prior",0.00906802865020412,0.00751012908547794,0.983421842264318,"Coast",1.89231294286346,"P1008","M4603",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"310","J501.C","no.prior",0.00955771423651089,0.0860679380533775,0.904374347710112,"Coast",-105.909489164521,"P2414","M3619",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"311","J502.C","no.prior",0.00357185310323002,0.00519828439864583,0.991229862498124,"Coast",-54.024769381976,"P4020","M2108",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"312","J503.A","no.prior",0.00380834023735248,0.00944346714331035,0.986748192619337,"Coast",-178.946199492769,"P5206","M3610","C6616","GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"313","J504.A","no.prior",0.00643298963676637,0.0166853912091309,0.976881619154103,"Coast",-11.5598638489333,"P2202","M6420","C4010","GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"314","J504.B","no.prior",0.00306637589928855,0.00363074495875078,0.993302879141961,"Coast",-54.683087247072,"P1820","M5220",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"315","J504.C","no.prior",0.00319649999788254,0.00387439892668372,0.992929101075434,"Coast",-53.3793109977754,"P2015","M4410",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"316","J514.A","no.prior",0.00162196687076206,0.98431849505512,0.0140595380741175,"TX",-194.086910424106,"P4806","M3207","C5410","TX","TX",0.911421,0.088573,2e-06,2e-06,2e-06,NA,NA
"317","J515.A","no.prior",0.987902838536772,0.000937418264339794,0.0111597431988884,"Up",353.671955485878,"P6013","M2203","C2612","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"318","J515.C","no.prior",0.99014346726054,0.00159650751861457,0.00826002522084484,"Up",267.997415632866,"P7201","M6010","C2817","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"319","J516.A","no.prior",0.98294866103874,0.0008401923474987,0.016211146613761,"Up",234.217420425578,"P3013","M1212","C4404","NEC","NEC",2e-06,2e-06,2e-06,0.064431,0.935563,NA,"NEC"
"320","J516.B","no.prior",0.990515223185887,0.00459361365560512,0.00489116315850819,"Up",211.053805926715,"P2022","M4015","C4419","GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,NA,NA
"321","J516.C","no.prior",0.976294311815473,0.00131376737841608,0.0223919208061111,"Up",124.737325712248,"P3208","M3820","C1403","NEC","NEC",2e-06,2e-06,2e-06,0.187174,0.81282,NA,NA
"322","J517.A","no.prior",0.967447109783831,0.00205574198131077,0.0304971482348585,"Up",135.580529292372,"P1818","M4807","C4805","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"323","J517.B","no.prior",0.987576601260453,0.00122830465730745,0.0111950940822399,"Up",237.407365369123,"P2815","M4605","C4616","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"324","J517.C","no.prior",0.988050771709368,0.000967613655324958,0.0109816146353075,"Up",327.652480537034,"P3213","M2608","C5618","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"325","J521.A","no.prior",0.98763389310704,0.00144032755708068,0.0109257793358794,"Up",195.743921624361,"P1616","M6204","C2001","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.472803,0.527191,NA,NA
"326","J521.B","no.prior",0.986149138356354,0.000938685144101182,0.0129121764995446,"Up",260.63751684945,"P1812","M6708","C6605","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.489771,0.510222,NA,NA
"327","J521.C","no.prior",0.867854330941684,0.00412981619074639,0.128015852867569,"Up",107.328922809618,"P3621","M6610","C1415","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.446855,0.553139,NA,NA
"328","J522.A","no.prior",0.960533658483836,0.00165596124609807,0.0378103802700663,"Up",164.954888408193,"P1007","M1211","C6412","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.462543,0.53745,NA,NA
"329","J522.B","no.prior",0.965660181750749,0.0223159727885337,0.0120238454607175,"Up",136.429200453477,"P4820","M6016","C3815","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.433652,0.566342,NA,NA
"330","J522.C","no.prior",0.874366706079372,0.00423791918310506,0.121395374737523,"Up",94.5824516025041,"P5017","M3417","C1118","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.415342,0.584652,NA,NA
"331","J525.A","no.prior",0.991315513024598,0.00308581403980498,0.00559867293559706,"Up",304.286496974127,"P1613","M6713",NA,"NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"332","J525.B","no.prior",0.991340861067036,0.00347884634364986,0.00518029258931375,"Up",260.071975011741,"P4206","M6802","C1601","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"333","J525.C","no.prior",0.98831975449184,0.00347364334816614,0.00820660215999427,"Up",202.008769439235,"P6220","M6712","C5811","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"334","J526.A","no.prior",0.982563928693377,0.000888620901478159,0.0165474504051447,"Up",233.224915847928,"P6006","M5617","C2217","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"335","J526.C","no.prior",0.967600871929972,0.00138065159591357,0.0310184764741149,"Up",142.780504432707,"P3803","M1815","C5011","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"336","J527.A","no.prior",0.986334585757872,0.000789826376280255,0.0128755878658473,"Up",267.109028897363,"P3616","M6416","C6908","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"337","J527.B","no.prior",0.9852171154464,0.000803563027754772,0.013979321525845,"Up",269.089324558138,"P5201","M5020","C2805","other","MW,NEC",2e-06,2e-06,0.491473,2e-06,0.50852,NA,NA
"338","J527.C","no.prior",0.988870893637632,0.00297662767092878,0.00815247869143887,"Up",168.677613262997,"P6608","M4615","C4407","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"339","J530.A","no.prior",0.95994715939712,0.00188965903855892,0.0381631815643209,"Up",137.376988536524,"P3612","M4420","C2813","other","MW,NEC",2e-06,2e-06,0.506047,0.207736,0.286212,NA,NA
"340","J530.B","no.prior",0.899717116792078,0.00879173725252036,0.0914911459554019,"Up",96.4995730074442,"P7408","M2403","C2209","other","MW,NEC,SEC",2e-06,2e-06,0.303335,0.310788,0.385873,NA,NA
"341","J534.A","no.prior",0.886156169640066,0.00732084948606698,0.106522980873867,"Up",120.514357819679,"P6601","M6203","C3404","NEC","NEC",2e-06,2e-06,0.207005,0.120178,0.672813,NA,NA
"342","J534.C","no.prior",0.673843090224946,0.0270890829106761,0.299067826864378,"Up",94.4981207508418,"P2413","M3202","C6005","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.421225,0.578769,NA,NA
"343","J535.A","no.prior",0.00245554160615124,0.965095185435068,0.0324492729587809,"TX",-197.249565777193,"P3602","M1112","C1121","TX","TX",0.803382,0.196612,2e-06,2e-06,2e-06,NA,NA
"344","J536.A","no.prior",0.974157488817997,0.00406208960527016,0.021780421576733,"Up",148.088230814068,"P4607","M4610","C3001","other","MW,NEC",2e-06,2e-06,0.513437,0.098965,0.387594,NA,NA
"345","J536.B","no.prior",0.980865765758971,0.0010479058811397,0.0180863283598888,"Up",214.457283355624,"P4009","M4020","C2010","other","MW,NEC",2e-06,2e-06,0.506918,0.128465,0.364612,NA,NA
"346","J536.C","no.prior",0.990276688775182,0.00395514904883818,0.00576816217597982,"Up",167.866271294219,"P6814","M2607","C6620","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.33297,0.667024,NA,NA
"347","J537.B","no.prior",0.986267005479561,0.000851384331086752,0.0128816101893517,"Up",264.192290701753,"P6205","M6710","C1619","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"348","J538.A","no.prior",0.985413514810391,0.00099387725424509,0.0135926079353635,"Up",224.739021201178,"P2421","M4805","C1220","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"349","J538.B","no.prior",0.978763767363864,0.00149860191287615,0.0197376307232602,"Up",189.498963672182,"P1211","M6817","C4815","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"350","J538.C","no.prior",0.985171675729369,0.00129826202141613,0.0135300622492149,"Up",172.030631674644,"P3813","M2201","C2818","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"351","J539.B","no.prior",0.983164987125457,0.00708873905865482,0.00974627381588779,"Up",123.448691567028,"P6008","M3814","C7015","other","MW,NEC",2e-06,2e-06,0.510523,0.150304,0.339169,NA,NA
"352","J540.A","no.prior",0.409675745430737,0.0171963040133418,0.573127950555921,"Coast",47.5794029773063,"P7203","M5406","C6408","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,NA
"353","J540.B","no.prior",0.984555779709104,0.000856932484447147,0.014587287806449,"Up",287.094262953726,"P3916","M2211","C5010","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"354","J540.C","no.prior",0.985189177631349,0.0012190397951422,0.0135917825735093,"Up",201.452611687096,"P6810","M1115","C5617","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"355","J541.A","no.prior",0.986453608883032,0.000960496899249182,0.0125858942177184,"Up",194.947406276658,"P7204","M6717","C1814","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"356","J541.B","no.prior",0.980577489255161,0.00108651105027951,0.0183359996945591,"Up",170.919848482593,"P4814","M4203","C3604","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"357","J542.A","no.prior",0.985887580254432,0.000876182960214806,0.0132362367853537,"Up",204.087910904888,"P3020","M5417","C5003","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"358","J542.B","no.prior",0.982523321619597,0.00119646057083909,0.0162802178095636,"Up",173.002052593876,"P4217","M4819","C5206","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"359","J574.A","no.prior",0.792570046847193,0.00931568426690768,0.198114268885899,"Up",87.1197124587529,"P5812","M5410","C3611","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.431615,0.568378,NA,NA
"360","J574.B","no.prior",0.646650998185783,0.0108143507415873,0.342534651072629,"Up",79.4926347549419,"P5407","M4009","C6416","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.444015,0.555979,NA,NA
"361","J574.C","no.prior",0.732802326506387,0.00838749217985412,0.258810181313759,"Up",41.718104826254,"P6217","M5421","C5803","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.431759,0.568235,NA,NA
"362","J576.A","Coastal.lowland",0.0381737358707802,0.00990133759604927,0.951924926533171,"Coast",59.5443078056943,"P3608","M3018",NA,"SEC","SEC",2e-06,2e-06,2e-06,0.999992,2e-06,"COAST","COAST"
"363","J576.B","Coastal.lowland",0.00434360459561656,0.011009641689409,0.984646753714974,"Coast",-146.301695485301,"P3407","M2006",NA,"SEC","SEC",2e-06,2e-06,2e-06,0.999992,2e-06,"COAST","COAST"
"364","J576.C","Coastal.lowland",0.0166853805505406,0.00641519766877153,0.976899421780688,"Coast",63.0073274244718,"P4620","M1421","C5211","SEC","SEC",2e-06,2e-06,2e-06,0.999992,2e-06,"COAST","COAST"
"365","J577.A","no.prior",0.00653438876256787,0.00657118379193367,0.986894427445498,"Coast",37.5337640403234,"P2811","M6211","C2820","SEC","SEC",2e-06,0.069197,2e-06,0.917055,0.013744,"COAST","COAST"
"366","J578.A","no.prior",0.00727556881262871,0.0252981548810803,0.967426276306291,"Coast",-45.3441425684958,"P2002","M6612",NA,"SEC","SEC",2e-06,2e-06,2e-06,0.924548,0.075446,"COAST","COAST"
"367","J580.A","no.prior",0.94906025078231,0.00213911193292372,0.0488006372847661,"Up",214.673208330782,"P4018","M3205","C6405","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"368","J581.C","no.prior",0.98481840889085,0.000795888714309301,0.0143857023948411,"Up",296.50473375452,"P1805","M2820","C3618","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"369","J582.C","Midwest.upland",0.983124948221111,0.00102645783597063,0.0158485939429189,"Up",226.75738133552,"P2420","M3220","C5007","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"370","J584.A","Coastal.lowland",0.00271399560311892,0.00410766846825071,0.99317833592863,"Coast",-141.678052942936,"P5002","M1204",NA,"SEC","SEC",2e-06,2e-06,2e-06,0.999992,2e-06,"COAST","COAST"
"371","J584.B","Coastal.lowland",0.00302779711614832,0.00435301460739323,0.992619188276458,"Coast",-114.740233249775,"P3214","M5814",NA,"SEC","SEC",2e-06,2e-06,2e-06,0.999992,2e-06,"COAST","COAST"
"372","J584.C","Coastal.lowland",0.00911993328292362,0.0204126668016481,0.970467399915428,"Coast",-95.4421198472246,"P5604","M5206","C6802","SEC","SEC",2e-06,2e-06,2e-06,0.999992,2e-06,"COAST","COAST"
"373","J585.A","Coastal.lowland",0.0569556277578721,0.0903708019159894,0.852673570326138,"Coast",-12.6517013724689,"P7011","M1107","C6819","SEC","SEC",2e-06,2e-06,2e-06,0.997681,0.002313,"COAST","COAST"
"374","J585.B","Coastal.lowland",0.00520246874620667,0.0132209015707654,0.981576629683028,"Coast",-31.8027726700708,"P1402","M1609",NA,"SEC","SEC",2e-06,2e-06,2e-06,0.99684,0.003154,"COAST","COAST"
"375","J585.C","Coastal.lowland",0.00547091243976601,0.00786261258866424,0.98666647497157,"Coast",-62.2669628875974,"P3017","M4618","C4005","SEC","SEC",2e-06,2e-06,2e-06,0.999884,0.00011,"COAST","COAST"
"376","J586.A","Coastal.lowland",0.00661736720479465,0.021287107119694,0.972095525675511,"Coast",-80.0125483508494,"P3219","M1118","C5812","SEC","SEC",2e-06,2e-06,2e-06,0.999992,2e-06,"COAST","COAST"
"377","J586.B","Coastal.lowland",0.0307048770182547,0.00658588279379463,0.962709240187951,"Coast",4.85392134900631,"P3802","M1205","C2807","SEC","SEC",2e-06,2e-06,2e-06,0.999992,2e-06,"COAST","COAST"
"378","J586.C","Coastal.lowland",0.0185299900263225,0.0235743761386672,0.95789563383501,"Coast",-41.9828076570713,"P6407","M5009","C2804","SEC","SEC",2e-06,2e-06,2e-06,0.999992,2e-06,"COAST","COAST"
"379","J587.A","no.prior",0.00248337143002173,0.962414236090668,0.0351023924793104,"TX",-235.452512886106,"P3811","M1210","C3616","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"380","J587.B","no.prior",0.00185198785296252,0.980066557142231,0.0180814550048069,"TX",-203.02462244393,"P7402","M2804",NA,"TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"381","J587.C","no.prior",0.0104085332578321,0.345813881361689,0.643777585380479,"Coast",-235.559988497605,"P2216","M1006","C4620","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"382","J588.B","no.prior",0.00875630181975319,0.00572380032547309,0.985519897854774,"Coast",-16.9861985197157,"P4004","M6013","C1010","SEC","SEC",2e-06,2e-06,2e-06,0.999992,2e-06,"COAST","COAST"
"383","J589.B","no.prior",0.948267843797847,0.00411562224444206,0.0476165339577107,"Up",82.5156119282908,"P4821","M1417","C2017","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.672551,0.327442,NA,NA
"384","J590.B","no.prior",0.208479994313179,0.0184342942125348,0.773085711474286,"Coast",23.2410441219581,"P5621","M2420","C4417","SEC","SEC",2e-06,2e-06,2e-06,0.805839,0.194155,NA,NA
"385","J591.A","no.prior",0.0747723384631527,0.0662333652588359,0.858994296278011,"Coast",-74.8954117471136,"P2210","M2605","C3803","SEC","SEC",2e-06,2e-06,2e-06,0.863154,0.13684,NA,NA
"386","J591.B","no.prior",0.031530365453124,0.695036717984015,0.273432916562861,"TX",-53.8303558123864,"P7012","M4012","C5815","SEC","SEC",2e-06,2e-06,2e-06,0.81395,0.186044,NA,NA
"387","J592.A","no.prior",0.655003695331147,0.00742897556484093,0.337567329104012,"Up",115.359088761423,"P5822","M4016","C2621","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.356496,0.643498,NA,NA
"388","J592.B","no.prior",0.987808465981681,0.0011651757888773,0.0110263582294417,"Up",228.308367589254,"P5612","M5414","C3017","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.380998,0.618996,NA,NA
"389","J592.C","no.prior",0.988580290695264,0.00131131909528094,0.0101083902094553,"Up",197.428909115479,"P1807","M4008","C1217","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.390908,0.609086,NA,NA
"390","J593.B","no.prior",0.0423764520589391,0.0143022133328677,0.943321334608193,"Coast",-4.83695284216046,"P5409","M6012","C4019","SEC","SEC",2e-06,2e-06,2e-06,0.833904,0.16609,NA,NA
"391","J594.A","no.prior",0.00218747533543344,0.986327454606993,0.011485070057573,"TX",-123.646945596498,"P2209","M4405",NA,"TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"392","J595.A","no.prior",0.0178774866478474,0.00935216930492999,0.972770344047223,"Coast",-32.0777530212791,"P4014","M2612","C6015","SEC","SEC",2e-06,2e-06,2e-06,0.924116,0.075878,"COAST","COAST"
"393","J595.B","no.prior",0.00598504677783735,0.00629571626707275,0.98771923695509,"Coast",-56.0183729102266,"P2813","M5204","C4601","SEC","SEC",2e-06,2e-06,2e-06,0.931004,0.06899,"COAST","COAST"
"394","J595.C","no.prior",0.0224085964648821,0.371174393761291,0.606417009773827,"Coast",-103.150274955469,"P3609","M4809","C6801","SEC","SEC",2e-06,2e-06,2e-06,0.857995,0.141999,NA,NA
"395","J596.A","no.prior",0.212584696309077,0.0312390210036919,0.756176282687231,"Coast",20.9838375838228,"P4819","M4609","C7001","SEC","SEC",2e-06,2e-06,2e-06,0.997232,0.002762,NA,NA
"396","J596.B","no.prior",0.849792029069504,0.0194578942810199,0.130750076649476,"Up",33.9092046074444,"P5219","M5420","C1407","SEC","SEC",2e-06,2e-06,2e-06,0.999962,3.2e-05,NA,NA
