PLANT_ID,LIBRARY,LIB_GROWN,LIB_BIOCLIM,Genetic_subpop_50per,Genetic_subpop_95per,Texas_Q,Eastcoast_Q,Midwest_DA,Ecotype,Ecotype_PC1,UP_ecotype,TX_ecotype,CO_ecotype,LIB_CLIMATE,LIB_PHENO,LIB_ACC,LIB_NOTES,PLOIDY,COLLECTION_TYPE,COLLECTION_METHOD,COLLECTOR,STATE,COUNTY,LATITUDE,LONGITUDE,ELEVATION,NOTE_LATLONG,LOCALITY,TAXON,HABITAT,COLL_DATE
J662.A,IRXJ,Y,Y,Eastcoast,Eastcoast,0.005,0.995,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Virginia,Accomack,37.749051,-75.785507,3,NA,"From VA-782 X VA-655, drive West on VA-782 for 0.6 miles, population on right.",Panicum virgatum,NA,2017-08-07 00:00:00
J662.B,IRXK,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,36.6101980080203,0.941574529266993,0.0293138330590489,0.0291116376739576,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Virginia,Accomack,37.749051,-75.785507,3,NA,"From VA-782 X VA-655, drive West on VA-782 for 0.6 miles, population on right.",Panicum virgatum,NA,2017-08-07 00:00:00
J662.C,IRXL,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Virginia,Accomack,37.749051,-75.785507,3,NA,"From VA-782 X VA-655, drive West on VA-782 for 0.6 miles, population on right.",Panicum virgatum,NA,2017-08-07 00:00:00
J662.D,IRXG,Y,N,NA,NA,NA,NA,NA,Texas,-206.507689778738,0.00225951398623052,0.975484014638923,0.0222564713748468,N,Y,N,"Possible Collection Error, Jason manually removed",4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Virginia,Accomack,37.749051,-75.785507,3,NA,"From VA-782 X VA-655, drive West on VA-782 for 0.6 miles, population on right.",Panicum virgatum,NA,2017-08-07 00:00:00
J662.E,IRXH,Y,N,NA,NA,NA,NA,NA,Texas,-217.997729659312,0.00144655649205742,0.984267599723787,0.0142858437841551,N,Y,N,"Possible Collection Error, Jason manually removed",4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Virginia,Accomack,37.749051,-75.785507,3,NA,"From VA-782 X VA-655, drive West on VA-782 for 0.6 miles, population on right.",Panicum virgatum,NA,2017-08-07 00:00:00
J662.F,IRXI,Y,Y,Eastcoast,Admixed,0.19174999999999998,0.8082499999999999,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Virginia,Accomack,37.749051,-75.785507,3,NA,"From VA-782 X VA-655, drive West on VA-782 for 0.6 miles, population on right.",Panicum virgatum,NA,2017-08-07 00:00:00
J663.A,IRXM,Y,Y,Eastcoast,Eastcoast,0,1,0,Coastal,-19.7360920152338,0.0957860919759763,0.168151385188857,0.736062522835166,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Maryland,Dorchester,38.373739,-76.149184,2,NA,"From Andrews Rd and MD-334, travel North for 2.1 miles, population on right",Panicum virgatum,NA,2017-08-07 00:00:00
J663.B,IRXN,Y,Y,Eastcoast,Eastcoast,0,1,0,Coastal,-77.8066443095184,0.0110256083012818,0.0391005611792887,0.949873830519429,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Maryland,Dorchester,38.373739,-76.149184,2,NA,"From Andrews Rd and MD-334, travel North for 2.1 miles, population on right",Panicum virgatum,NA,2017-08-07 00:00:00
J663.C,IRXP,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Maryland,Dorchester,38.373739,-76.149184,2,NA,"From Andrews Rd and MD-334, travel North for 2.1 miles, population on right",Panicum virgatum,NA,2017-08-07 00:00:00
J664.A,IRXR,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,275.080158938551,0.987941457967388,0.00102125046031888,0.0110372915722928,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Burlington,39.7735444,-74.53361111,208,NA,Pine Lowlands,Panicum virgatum,NA,2017-08-23 00:00:00
J664.B,IRXS,Y,Y,Eastcoast,Eastcoast,0,1,0.001,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Burlington,39.7735444,-74.53361111,208,NA,Pine Lowlands,Panicum virgatum,NA,2017-08-23 00:00:00
J664.C,IRXT,Y,Y,Eastcoast,Eastcoast,0.005,0.995,0.001,Upland,311.954588045869,0.991005829255353,0.00400007188220641,0.00499409886244084,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Burlington,39.7735444,-74.53361111,208,NA,Pine Lowlands,Panicum virgatum,NA,2017-08-23 00:00:00
J664.D,IRXU,Y,Y,Eastcoast,Eastcoast,7.5e-4,0.9992500000000001,0.001,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Burlington,39.7735444,-74.53361111,208,NA,Pine Lowlands,Panicum virgatum,NA,2017-08-23 00:00:00
J664.E,IRXX,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,243.502068050936,0.989986434335986,0.00165032805925465,0.00836323760475972,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Burlington,39.7735444,-74.53361111,208,NA,Pine Lowlands,Panicum virgatum,NA,2017-08-23 00:00:00
J664.F,IRXQ,Y,Y,Eastcoast,Eastcoast,5e-4,0.9995,0.001,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Burlington,39.7735444,-74.53361111,208,NA,Pine Lowlands,Panicum virgatum,NA,2017-08-23 00:00:00
J664.G,IRXW,Y,Y,Eastcoast,Eastcoast,0.002,0.998,0.002,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Burlington,39.7735444,-74.53361111,208,NA,Pine Lowlands,Panicum virgatum,NA,2017-08-23 00:00:00
J665.A,IRXZ,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,151.829576853704,0.980766951877,0.00153376972458992,0.0176992783984096,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New York,Suffolk,40.9420833,-73.47866667,0,NA,Caumsett State Park;Primary Dune,Panicum virgatum,NA,2017-08-22 00:00:00
J665.B,IRYA,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,177.65316205488,0.985306200445833,0.00113085628461589,0.0135629432695507,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New York,Suffolk,40.9420833,-73.47866667,0,NA,Caumsett State Park;Primary Dune,Panicum virgatum,NA,2017-08-22 00:00:00
J665.C,IRYB,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,123.929316409427,0.973216795580514,0.00165579383933887,0.0251274105801473,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New York,Suffolk,40.9420833,-73.47866667,0,NA,Caumsett State Park;Primary Dune,Panicum virgatum,NA,2017-08-22 00:00:00
J665.D,IRXY,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,91.8893294091209,0.899464691160046,0.00494692258918692,0.095588386250767,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New York,Suffolk,40.9420833,-73.47866667,0,NA,Caumsett State Park;Primary Dune,Panicum virgatum,NA,2017-08-22 00:00:00
J665.E,IRYC,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New York,Suffolk,40.9420833,-73.47866667,0,NA,Caumsett State Park;Primary Dune,Panicum virgatum,NA,2017-08-22 00:00:00
J665.F,IRYD,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New York,Suffolk,40.9420833,-73.47866667,0,NA,Caumsett State Park;Primary Dune,Panicum virgatum,NA,2017-08-22 00:00:00
J665.G,IRYE,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New York,Suffolk,40.9420833,-73.47866667,0,NA,Caumsett State Park;Primary Dune,Panicum virgatum,NA,2017-08-22 00:00:00
J665.H,IRYF,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,254.872780864832,0.990565674782162,0.00468408563159127,0.00475023958624659,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New York,Suffolk,40.9420833,-73.47866667,0,NA,Caumsett State Park;Primary Dune,Panicum virgatum,NA,2017-08-22 00:00:00
J666.A,IRYG,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Hyde,35.610982,-75.923248,0,NA,Gull Rock GL.,Panicum virgatum,NA,2017-08-28 00:00:00
J666.B,IRYH,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,169.342951423715,0.517286939644508,0.0080818842076823,0.474631176147809,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Hyde,35.610982,-75.923248,0,NA,Gull Rock GL.,Panicum virgatum,NA,2017-08-28 00:00:00
J666.C,IRYI,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Hyde,35.610982,-75.923248,0,NA,Gull Rock GL.,Panicum virgatum,NA,2017-08-28 00:00:00
J667.A,IRYK,Y,Y,Eastcoast,Eastcoast,0.003,0.997,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Richmond,35.029599,-79.610713,0,NA,Sandhills GL.,Panicum virgatum,NA,NA
J667.B,IRYL,Y,Y,Eastcoast,Eastcoast,0.001,0.999,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Richmond,35.029599,-79.610713,0,NA,Sandhills GL.,Panicum virgatum,NA,NA
J667.C,IRYJ,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Richmond,35.029599,-79.610713,0,NA,Sandhills GL.,Panicum virgatum,NA,NA
J669.A,IRYN,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,155.297352544544,0.946599790227493,0.00230149532695497,0.0510987144455517,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,New York,Richmond,40.5966389,-74.18222222,18,NA,Sharrott's Shoreline; Old Field,Panicum virgatum,NA,2017-09-11 00:00:00
J669.B,IRYP,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,97.0217813343874,0.948735732484886,0.00441041363460915,0.0468538538805048,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,New York,Richmond,40.5966389,-74.18222222,18,NA,Sharrott's Shoreline; Old Field,Panicum virgatum,NA,2017-09-11 00:00:00
J669.C,IRYQ,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,New York,Richmond,40.5966389,-74.18222222,18,NA,Sharrott's Shoreline; Old Field,Panicum virgatum,NA,2017-09-11 00:00:00
J670.A,IRYR,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Ocean,39.5519389,-74.34115,4,NA,Edwin B Forsythe NWR; Tidal Brackish Marsh,Panicum virgatum,NA,2017-09-26 00:00:00
J670.B,IRYS,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Ocean,39.5519389,-74.34115,4,NA,Edwin B Forsythe NWR; Tidal Brackish Marsh,Panicum virgatum,NA,2017-09-26 00:00:00
J670.C,IRYT,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Ocean,39.5519389,-74.34115,4,NA,Edwin B Forsythe NWR; Tidal Brackish Marsh,Panicum virgatum,NA,2017-09-26 00:00:00
J671.A,IRYU,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Maryland,Queen Anne's,38.96432,-76.209929,0,NA,"Chester River Beach Rd, Exit 46 off of MD-301 South",Panicum virgatum,NA,2017-09-14 00:00:00
J671.B,IRYW,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Maryland,Queen Anne's,38.96432,-76.209929,0,NA,"Chester River Beach Rd, Exit 46 off of MD-301 South",Panicum virgatum,NA,2017-09-14 00:00:00
J671.C,IRYX,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,-8.68164290051468,0.577218588492622,0.120090001916011,0.302691409591366,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Maryland,Queen Anne's,38.96432,-76.209929,0,NA,"Chester River Beach Rd, Exit 46 off of MD-301 South",Panicum virgatum,NA,2017-09-14 00:00:00
J672.A,IRYY,Y,Y,Eastcoast,Eastcoast,0,1,0,Coastal,90.0271485764741,0.138414780503507,0.00913690638063674,0.852448313115856,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follett",Delaware,Kent,39.25455,-75.46608056,3,NA,Little Creek; Port Mahone Rd.,Panicum virgatum,NA,2017-09-19 00:00:00
J672.B,IRYZ,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follett",Delaware,Kent,39.25455,-75.46608056,3,NA,Little Creek; Port Mahone Rd.,Panicum virgatum,NA,2017-09-19 00:00:00
J673.A,ITBJ,Y,Y,Eastcoast,Eastcoast,0.001,0.999,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follett",Delaware,Sussex,38.8201889,-75.22818889,3,NA,Prime Hook NWR; Broadkill Rd.,Panicum virgatum,NA,2017-09-20 00:00:00
J673.B,ITBK,Y,Y,Eastcoast,Eastcoast,0.002,0.998,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follett",Delaware,Sussex,38.8201889,-75.22818889,3,NA,Prime Hook NWR; Broadkill Rd.,Panicum virgatum,NA,2017-09-20 00:00:00
J673.C,ITBL,Y,Y,Eastcoast,Eastcoast,0,1,0,Coastal,6.65740493559949,0.178148833065886,0.118234305670796,0.703616861263318,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follett",Delaware,Sussex,38.8201889,-75.22818889,3,NA,Prime Hook NWR; Broadkill Rd.,Panicum virgatum,NA,2017-09-20 00:00:00
J673.D,ITBM,Y,Y,Eastcoast,Eastcoast,0,1,0,Coastal,43.6395624007611,0.314581915237699,0.0173581528375961,0.668059931924705,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follett",Delaware,Sussex,38.8201889,-75.22818889,3,NA,Prime Hook NWR; Broadkill Rd.,Panicum virgatum,NA,2017-09-20 00:00:00
J674.A,ITBN,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follett",Delaware,New Castle,39.5659389,-75.7295,4,NA,Lums Pond; Powerline Cut,Panicum virgatum,NA,2017-09-18 00:00:00
J674.B,ITBP,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follett",Delaware,New Castle,39.5659389,-75.7295,4,NA,Lums Pond; Powerline Cut,Panicum virgatum,NA,2017-09-18 00:00:00
J674.C,ITBQ,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follett",Delaware,New Castle,39.5659389,-75.7295,4,NA,Lums Pond; Powerline Cut,Panicum virgatum,NA,2017-09-18 00:00:00
J675.C,ITBR,Y,Y,Eastcoast,Eastcoast,0.001,0.999,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Virginia,Northumberland,37.780999,-76.307789,0,NA,Shiloh School Rd,Panicum virgatum,NA,2017-09-13 00:00:00
J676.A,ITBS,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Virginia,Northumberland,37.76863,-76.347208,0,NA,Dameron Marsh,Panicum virgatum,NA,2017-09-13 00:00:00
J676.B,ITBT,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Virginia,Northumberland,37.76863,-76.347208,0,NA,Dameron Marsh,Panicum virgatum,NA,2017-09-13 00:00:00
J676.C,ITBU,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,-1.10170454959488,0.787457711022032,0.132225424248077,0.0803168647298905,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Virginia,Northumberland,37.76863,-76.347208,0,NA,Dameron Marsh,Panicum virgatum,NA,2017-09-13 00:00:00
J677.A,ITBW,Y,N,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Tyrrell,35.905658,-76.031982,0,NA,US-64,Panicum virgatum,NA,2017-10-16 00:00:00
J677.B,ITBX,Y,N,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Tyrrell,35.905658,-76.031982,0,NA,US-64,Panicum virgatum,NA,2017-10-16 00:00:00
J677.C,ITBY,Y,N,Eastcoast,Eastcoast,0.002,0.998,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Tyrrell,35.905658,-76.031982,0,NA,US-64,Panicum virgatum,NA,2017-10-16 00:00:00
J678.A,ITBZ,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Hyde,35.578492,-75.927189,0,NA,US-264,Panicum virgatum,NA,2017-10-16 00:00:00
J678.C,ITCA,Y,Y,Eastcoast,Eastcoast,0,1,0,Coastal,-61.7239144716662,0.0165049995130654,0.0335064353561195,0.949988565130815,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Hyde,35.578492,-75.927189,0,NA,US-264,Panicum virgatum,NA,2017-10-16 00:00:00
J679.A,ITCB,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Beaufort,35.444329,-76.363746,0,NA,US-264,Panicum virgatum,NA,2017-10-16 00:00:00
J679.B,ITCC,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Beaufort,35.444329,-76.363746,0,NA,US-264,Panicum virgatum,NA,2017-10-16 00:00:00
J679.C,ITCD,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Beaufort,35.444329,-76.363746,0,NA,US-264,Panicum virgatum,NA,2017-10-16 00:00:00
J680.A,ITCE,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Beaufort,35.569571,-76.510591,0,NA,US-264,Panicum virgatum,NA,2017-10-16 00:00:00
J680.C,ITCF,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,North Carolina,Beaufort,35.569571,-76.510591,0,NA,US-264,Panicum virgatum,NA,2017-10-16 00:00:00
J681.A,IRZA,Y,N,Admixed,Admixed,NA,NA,0,Coastal,-117.002690000389,0.00695372992123568,0.0174505506600823,0.975595719418682,Y,Y,Y,NA,4X,Cultivar,Plant Obtained From David Lowry,NA,NA,NA,NA,NA,NA,Hybrid,Developed by MICH,Panicum virgatum,NA,NA
J682.A,ITCG,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Monmoth,40.1788806,-74.31703889,129,NA,Turkey Swamp WMA;Fresh water Meadow,Panicum virgatum,NA,2017-11-27 00:00:00
J682.B,ITCH,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Monmoth,40.1788806,-74.31703889,129,NA,Turkey Swamp WMA;Fresh water Meadow,Panicum virgatum,NA,2017-11-27 00:00:00
J683.A,ITCJ,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Cumberland,39.3375306,-75.07456944,17,NA,Edward Bevan WMA;Pine Lowlands,Panicum virgatum,NA,2017-11-27 00:00:00
J683.C,ITCK,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Cumberland,39.3375306,-75.07456944,17,NA,Edward Bevan WMA;Pine Lowlands,Panicum virgatum,NA,2017-11-27 00:00:00
J683.D,ITCL,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Cumberland,39.3375306,-75.07456944,17,NA,Edward Bevan WMA;Pine Lowlands,Panicum virgatum,NA,2017-11-27 00:00:00
J683.E,ITCM,Y,Y,Eastcoast,Eastcoast,0,1,0,Upland,279.286073199326,0.986877803002575,8.87994882029665e-4,0.0122342021153957,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Giambalvo, Sarah Follet",New Jersey,Cumberland,39.3375306,-75.07456944,17,NA,Edward Bevan WMA;Pine Lowlands,Panicum virgatum,NA,2017-11-27 00:00:00
J684.A,ITCN,Y,Y,Eastcoast,Eastcoast,0.014,0.986,0,Coastal,-60.1482978304172,0.0102805369340619,0.0057050487868409,0.984014414279097,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Clara Holmes, Michael Giambalvo",Delaware,Sussex,38.5639111,-75.0728,2,NA,DE Seashore Fresh Pond; Old Field,Panicum virgatum,NA,2017-10-02 00:00:00
J684.B,ITCP,Y,Y,Admixed,Admixed,NA,NA,0.014,Coastal,-213.499892377092,0.0107478673959852,0.465294738908923,0.523957393695092,Y,Y,N,"Worst J684, with different assignment. But admixed. Could keep",4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Clara Holmes, Michael Giambalvo",Delaware,Sussex,38.5639111,-75.0728,2,NA,DE Seashore Fresh Pond; Old Field,Panicum virgatum,NA,2017-10-02 00:00:00
J685.A,ITCQ,Y,Y,Eastcoast,Eastcoast,0,1,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Clara Holmes, Michael Giambalvo",Delaware,Kent,39.2594111,-75.46198056,0,NA,Bombay Hook NWR; Raymond Pool,Panicum virgatum,NA,2017-10-03 00:00:00
